id,source_load_id,po_line_id,delivery_schedule_id,source_commitment_ref,committed_quantity,committed_date,channel,observed_at,supersedes_commitment_id,scenario_ids
6383b13e-2520-59f7-9876-4cf292071d51,125bbdd1-36ce-5f61-836e-13fa1af040d9,b0ee4c5a-a8c3-5b7a-b085-850298a7b7e1,,COM-POL-00000019,149.0000,2024-10-02,email_extract,2024-09-26T10:00:00+10:00,,
ca3a8cbc-c1b4-589e-b7c5-12534cf9675c,125bbdd1-36ce-5f61-836e-13fa1af040d9,ec607270-f5c5-5f93-82ba-c63e80a5f2b4,93bd76c5-2408-50d6-88a7-344f17e76ed8,COM-POL-00000020,71.0000,2025-05-29,portal,2025-05-23T10:00:00+10:00,,
52421f15-ba0b-5d45-aa99-8f4dbf796759,125bbdd1-36ce-5f61-836e-13fa1af040d9,f66a333a-1041-5291-a7dd-abd95a50b8b1,af1e9b36-63ac-5f99-a8e8-953f937ab3fc,COM-POL-00000021,24240.0000,2025-02-01,portal,2025-01-17T10:00:00+10:00,,
68cfeb80-660d-537e-969d-60df5c056018,125bbdd1-36ce-5f61-836e-13fa1af040d9,b718bd51-ed12-52f8-956f-2efc43f07066,5e7f5e5a-f368-5cfe-b304-98753df85b13,COM-POL-00000022,24120.0000,2025-09-07,portal,2025-09-04T10:00:00+10:00,,
83145373-d628-5912-b414-b40d42252ce3,125bbdd1-36ce-5f61-836e-13fa1af040d9,fd8fdabe-4ad7-5d84-b597-bf2fff4848fb,b1144ddb-d7ca-5dcb-83ce-c15a89d59e09,COM-POL-00000023,186.0000,2026-01-22,portal,2026-01-04T10:00:00+10:00,,
248ff231-3ffe-5288-a503-15629fe8a19b,125bbdd1-36ce-5f61-836e-13fa1af040d9,d22827f7-a7bf-5bd2-bf0b-a5a1083a39fa,ebe9b7bb-d748-57db-bfa1-662dfcb63db7,COM-POL-00000024,54.0000,2025-03-12,portal,2025-03-04T10:00:00+10:00,,supplier_deterioration
9d070e6a-51b5-5dfa-b581-05c08e72608b,125bbdd1-36ce-5f61-836e-13fa1af040d9,80d83a2c-f968-5bd4-8921-b6de7fbf49c4,4ac22c1c-7116-5ae6-bab1-9fd410198105,COM-POL-00000025,66.0000,2024-11-23,email_extract,2024-11-03T10:00:00+10:00,,demand_shock;split_schedule
ad663f8f-9692-53c9-8815-d5d6fe8c7147,125bbdd1-36ce-5f61-836e-13fa1af040d9,06cfe717-1ad3-594f-a89d-87ce247576d3,d9c72cd8-4ae5-5b9e-84e4-3e453dd004d2,COM-POL-00000026,6240.0000,2026-03-28,email_extract,2026-03-27T10:00:00+10:00,,split_schedule
45d50952-cc49-526a-8152-60ab14c1d3f8,125bbdd1-36ce-5f61-836e-13fa1af040d9,47145abc-775b-5315-91bd-88821a91f93f,943bbee0-470a-54b0-9972-4abc54d69f7f,COM-POL-00000027,78.0000,2026-04-08,email_extract,2026-03-11T10:00:00+10:00,,
92449391-57ff-5a45-922c-cd209838cdca,125bbdd1-36ce-5f61-836e-13fa1af040d9,98b839a9-1729-5594-9052-7c1aeab0e49f,78b29eb9-3134-53bd-80ec-bcf358613cc6,COM-POL-00000028,840.0000,2025-04-08,portal,2025-03-30T10:00:00+10:00,,
9f9ee7cb-c11b-5d9e-8b82-7638fedf6834,125bbdd1-36ce-5f61-836e-13fa1af040d9,1bf76ce1-1bb3-5c61-ad18-3158ab3ad95f,,COM-POL-00000029,78.0000,2026-04-13,portal,2026-03-25T10:00:00+10:00,,
72068183-96ef-5ef4-a012-b26e2c307c53,125bbdd1-36ce-5f61-836e-13fa1af040d9,195f6276-08bb-5bce-b97e-105457612217,a81b5313-a2f4-53ff-a786-24042adee553,COM-POL-00000030,12240.0000,2025-08-26,portal,2025-07-31T10:00:00+10:00,,missing_inventory_signal
9d721b75-a156-58c4-b867-f5e18ec03f37,125bbdd1-36ce-5f61-836e-13fa1af040d9,c462ad18-3ac3-55ba-9e84-884e1028f93a,68ecb27a-290c-58fb-bc70-395ea8b229d0,COM-POL-00000031,35.0000,2025-08-24,portal,2025-08-17T10:00:00+10:00,,
6289939f-0a87-52af-a854-b279d55edc49,125bbdd1-36ce-5f61-836e-13fa1af040d9,0011c8b0-49e0-54b0-b611-a326d9a531f5,,COM-POL-00000032,18960.0000,2024-10-24,portal,2024-10-05T10:00:00+10:00,,demand_shock
d6661928-3dbf-52fc-b9f1-de81a6a472d5,125bbdd1-36ce-5f61-836e-13fa1af040d9,d17b1755-7202-55ed-9061-0f3d2c004bb4,ed1bcbd8-919e-5201-8394-8e481d92f7f5,COM-POL-00000033,29760.0000,2026-01-07,email_extract,2025-12-09T10:00:00+10:00,,
c3caf011-a284-5434-b0da-294a36f5a3f7,125bbdd1-36ce-5f61-836e-13fa1af040d9,fd59b3a2-4e5c-5d79-a6eb-5df370c7cab3,,COM-POL-00000034,152.0000,2026-03-11,portal,2026-03-07T10:00:00+10:00,,
3676782e-66c5-50a2-af48-fa6976c94ef1,125bbdd1-36ce-5f61-836e-13fa1af040d9,ac5d1971-a942-5f45-8a71-1e4c34dcc0e0,,COM-POL-00000035,1080.0000,2025-09-17,portal,2025-08-21T10:00:00+10:00,,
6d1873a1-f388-5f94-b7fe-eb350f9ee41f,125bbdd1-36ce-5f61-836e-13fa1af040d9,2f5b3101-e6ae-565e-952d-dd4a1f9d3dd5,67eb14fc-8979-5abb-9885-7f3c559cbbb4,COM-POL-00000036,1092.0000,2026-02-04,portal,2026-01-28T10:00:00+10:00,,
e41afe59-55eb-5b2f-9bc4-eb06cc42edc4,125bbdd1-36ce-5f61-836e-13fa1af040d9,be4699fb-24f2-5244-98aa-bca3fe216696,0552cf5a-cc6b-53a6-aad8-9bb80ff55532,COM-POL-00000037,7080.0000,2024-12-12,portal,2024-11-29T10:00:00+10:00,,split_schedule
30e4ad71-77e1-5e51-8c85-e004789c9464,125bbdd1-36ce-5f61-836e-13fa1af040d9,fb3447b6-0c01-5b9e-8ef2-3bbc0617c190,6afa3f0d-8cf0-517f-8837-fd575c8c8a31,COM-POL-00000038,15480.0000,2026-05-14,portal,2026-05-02T10:00:00+10:00,,split_schedule
7da8d4eb-531c-5725-bfd0-49060ef03563,125bbdd1-36ce-5f61-836e-13fa1af040d9,a00c208a-f092-5a8d-ba9d-bc4b9abf710d,,COM-POL-00000039,46560.0000,2025-05-03,portal,2025-04-19T10:00:00+10:00,,
cf0a1b33-c22e-5ae7-b408-3d76c825030c,125bbdd1-36ce-5f61-836e-13fa1af040d9,e4580ee9-c958-5e49-8a90-a7245ac1bdc9,624b405a-b04d-5474-998c-cc8cc7ef571e,COM-POL-00000040,2124.0000,2026-04-19,email_extract,2026-03-17T10:00:00+10:00,,
a9985c46-62a2-5a31-b364-ef112023fac8,125bbdd1-36ce-5f61-836e-13fa1af040d9,e8c1edd8-91d7-5faa-b016-b04e73ca09ff,dc95b172-00b1-5268-a487-ba1216f4c54c,COM-POL-00000041,486.0000,2025-02-28,portal,2025-02-18T10:00:00+10:00,,
8ce44aed-03cb-5d21-b614-1fd08a40567b,125bbdd1-36ce-5f61-836e-13fa1af040d9,ce11f1e1-7d3d-51fc-9a8f-e4e3942c531c,b4926eee-5f4f-52eb-959e-097dc3d1b95d,COM-POL-00000042,113.0000,2026-01-08,portal,2026-01-16T10:00:00+10:00,,
d7e1c978-93b6-5256-b22f-78913c5e395e,125bbdd1-36ce-5f61-836e-13fa1af040d9,8d48c95d-aa17-551b-9dab-c5013cba4766,1b820ef1-a009-514f-a7bc-1f0cb015021b,COM-POL-00000043,1278.0000,2024-11-28,portal,2024-11-07T10:00:00+10:00,,
81d12ca5-ad0f-534f-8382-6d7e73780748,125bbdd1-36ce-5f61-836e-13fa1af040d9,48371b30-3edd-53dc-9c05-07084ba3c371,bd3d5a02-5c40-5bc0-b19b-8b244c91434f,COM-POL-00000044,10560.0000,2026-04-28,portal,2026-03-23T10:00:00+10:00,,
a4ed4fb2-1cd3-5d49-a97d-fd8bcf5f003a,125bbdd1-36ce-5f61-836e-13fa1af040d9,1da9178b-18a7-5908-8654-cdfdbdef1e0b,5f72215e-1d31-5152-89f9-46e9cece939d,COM-POL-00000045,120.0000,2025-04-29,portal,2025-04-14T10:00:00+10:00,,
b23db307-9ac9-5ea0-9ebb-64487930538c,125bbdd1-36ce-5f61-836e-13fa1af040d9,5d1de95a-e527-55df-8506-5944f16a4d1a,,COM-POL-00000046,35280.0000,2025-04-03,portal,2025-03-13T10:00:00+10:00,,
eafb178c-797d-5402-bea6-aebec568ec63,125bbdd1-36ce-5f61-836e-13fa1af040d9,268047c5-7bb6-5a2c-8413-c4bf1828da77,61c4d639-29ba-5eac-a021-866ec8d6ab23,COM-POL-00000047,117.0000,2025-04-19,portal,2025-04-10T10:00:00+10:00,,
959e2bf1-0942-57a4-801d-1ff3cfc0123f,125bbdd1-36ce-5f61-836e-13fa1af040d9,aa536455-e8a9-50ac-addd-12bc7d8439df,095f012c-2ece-5623-8a61-e7c49d36343d,COM-POL-00000048,149.0000,2026-03-08,portal,2026-03-08T10:00:00+10:00,,split_schedule
42c5aacf-f28f-58b7-8a21-98c72fce3da4,125bbdd1-36ce-5f61-836e-13fa1af040d9,40e2419c-574f-5c46-8acf-f4d6780f7cd3,399eec76-ce7c-5e43-9e9f-319098317f3d,COM-POL-00000049,2640.0000,2026-05-16,portal,2026-04-20T10:00:00+10:00,,
fed6c946-6cc6-58b5-bf5b-6f687a9bb7b4,125bbdd1-36ce-5f61-836e-13fa1af040d9,98c09698-fcb6-5a1d-bb96-2c45722b59cc,28b428b8-3717-5569-9c44-bcb942b57494,COM-POL-00000051,654.0000,2024-09-13,portal,2024-08-23T10:00:00+10:00,,demand_shock
1d0d6c17-a4d8-5e82-96b6-f835a98c8108,125bbdd1-36ce-5f61-836e-13fa1af040d9,19348610-5606-568b-86e0-9fcac79abd51,83cebdfa-d79d-582b-86c7-f0021b74aa9b,COM-POL-00000053,1242.0000,2024-10-29,portal,2024-10-21T10:00:00+10:00,,
0e4b619b-a63a-500d-86d9-5ac456885293,125bbdd1-36ce-5f61-836e-13fa1af040d9,5c25d575-9588-525c-b788-cb817421c9a7,2e4df2ac-514a-5472-bf71-fd4003b66f46,COM-POL-00000054,185.0000,2025-12-21,portal,2025-12-17T10:00:00+10:00,,split_schedule
fec95d6d-aeaf-5841-aca8-a3aaad24c5f9,125bbdd1-36ce-5f61-836e-13fa1af040d9,39c700e7-e8e3-5dfb-931c-5cacc743cbd9,ed919c94-a8ee-5275-b7c4-360cb3e5ba98,COM-POL-00000055,14520.0000,2025-09-26,portal,2025-09-09T10:00:00+10:00,,
18253cb5-b348-5994-811d-a15b9c723483,125bbdd1-36ce-5f61-836e-13fa1af040d9,aede0822-2f3d-58fa-bcde-67c948375d9a,200d04ef-ec5e-52cb-8bc6-dce4026b88b5,COM-POL-00000056,75.0000,2025-11-14,portal,2025-10-13T10:00:00+10:00,,
eb0a238a-8f44-5987-a0d1-8a5b006f091e,125bbdd1-36ce-5f61-836e-13fa1af040d9,892f7ae3-ffbb-56a8-8b27-eb482fe89442,c22d3524-2eed-5549-b63a-6ac97ce6df43,COM-POL-00000059,19200.0000,2026-02-12,portal,2026-01-30T10:00:00+10:00,,supplier_deterioration
ecb19886-50e3-5aef-b7e4-28e6a64578e2,125bbdd1-36ce-5f61-836e-13fa1af040d9,8e6266e1-0d57-5a73-91cd-49f77a77c869,8b1ed8d5-2891-559a-987d-ce66f00db064,COM-POL-00000060,75360.0000,2025-04-12,portal,2025-03-12T10:00:00+10:00,,supplier_deterioration
50426ca0-cfac-5b39-b8bc-0b901863ccc0,125bbdd1-36ce-5f61-836e-13fa1af040d9,aa298ba8-ff19-58fb-936b-99006e553db4,,COM-POL-00000061,194.0000,2024-10-18,email_extract,2024-10-09T10:00:00+10:00,,
4b0ff5e8-f8d1-55a8-aeb3-8af67b0482e8,125bbdd1-36ce-5f61-836e-13fa1af040d9,bf27940f-7320-5d0f-be59-ce3a9a08920c,69d515cb-f42d-5d40-8537-bb808c63feb5,COM-POL-00000062,153.0000,2024-08-17,email_extract,2024-08-18T10:00:00+10:00,,
c90ace49-524e-517c-9643-6c6eefc8f012,125bbdd1-36ce-5f61-836e-13fa1af040d9,58e65b23-7b42-562c-9d22-f9a1eef929e9,91faa7cd-ed58-5905-9320-89f870ab1b88,COM-POL-00000063,137.0000,2025-04-01,email_extract,2025-03-23T10:00:00+10:00,,
e20a1649-5926-5a74-b335-bf872d8b1b4e,125bbdd1-36ce-5f61-836e-13fa1af040d9,79058de5-6ced-5adc-801f-2adc8b6a1aae,d182a406-840f-5093-ab7d-a484b9e6d010,COM-POL-00000064,207.0000,2025-07-19,email_extract,2025-06-29T10:00:00+10:00,,split_schedule
5624f5bb-6b50-5472-ac67-d60a77e92213,125bbdd1-36ce-5f61-836e-13fa1af040d9,62da9cca-e860-54c6-bc92-f23053841f10,c0e1095c-ceb9-52dd-be54-b497b480e907,COM-POL-00000065,1128.0000,2025-04-25,portal,2025-04-14T10:00:00+10:00,,split_schedule
04fc2907-04e3-5c25-8710-e3639171b80c,125bbdd1-36ce-5f61-836e-13fa1af040d9,835b1afa-e602-50be-8f14-ad2dab6dbd0c,c6678152-05e6-5534-8832-7e30d07d362c,COM-POL-00000066,6000.0000,2025-12-31,portal,2025-12-09T10:00:00+10:00,,demand_shock
4fff03b0-388d-5965-a077-debcf6b48307,125bbdd1-36ce-5f61-836e-13fa1af040d9,1bce04b7-af7d-5240-bb17-283c06d07e2c,f3e99cbe-200f-5b30-a415-ccf86b9da458,COM-POL-00000067,40560.0000,2025-03-28,portal,2025-03-25T10:00:00+10:00,,demand_shock
2d749d67-7ebb-5d8c-a991-411c5ad8029e,125bbdd1-36ce-5f61-836e-13fa1af040d9,edfacbfe-c0e9-5b83-8a88-ea2ddade2505,4615f33f-00e7-50e2-ab90-b32e0f9e6697,COM-POL-00000068,4896.0000,2025-11-01,portal,2025-09-26T10:00:00+10:00,,
b765744f-9385-5d1f-860d-9db41009a6ac,125bbdd1-36ce-5f61-836e-13fa1af040d9,e26658c5-824d-5ebd-a362-95b01d88784a,d713c8c1-ab1c-54ba-86bf-593fe58cb9cb,COM-POL-00000069,18600.0000,2026-04-11,portal,2026-03-28T10:00:00+10:00,,
c36f2963-6f5e-5795-90a1-61b4cfa4bd4b,125bbdd1-36ce-5f61-836e-13fa1af040d9,badea73f-2fb7-5106-b94b-ddad16222504,d3b62aa6-dae9-54ac-a468-853a61365eb3,COM-POL-00000070,7200.0000,2026-02-21,portal,2026-02-05T10:00:00+10:00,,
a71ceb4f-a101-5c55-9c33-09e5f4774950,125bbdd1-36ce-5f61-836e-13fa1af040d9,a47fefeb-7ed5-5842-a4bc-7f2387f48323,,COM-POL-00000072,21.0000,2026-04-10,portal,2026-04-14T10:00:00+10:00,,demand_shock
cd212c1d-0042-5e34-aa56-65fc9a5d68ca,125bbdd1-36ce-5f61-836e-13fa1af040d9,ae167c82-e1e3-5f71-a79c-b7bd04602684,1084308e-e31c-57aa-82b0-1bf7f8c0474b,COM-POL-00000073,5160.0000,2026-06-25,portal,2026-06-03T10:00:00+10:00,,split_schedule
ae2a2126-1d88-5c55-8cff-90be7e0bc538,125bbdd1-36ce-5f61-836e-13fa1af040d9,bf65fab1-9bb1-5c27-8057-6245bcb4145f,c1019c75-a7ed-5f28-bf2f-bd0bb7f5689a,COM-POL-00000074,1596.0000,2025-05-17,portal,2025-05-08T10:00:00+10:00,,
d7665a4e-4e04-5880-ad59-265f8f928685,125bbdd1-36ce-5f61-836e-13fa1af040d9,c2e4bc54-bb14-5994-9714-79dedadc7d5a,726857ec-c5fc-50d6-a332-446b2c38d7de,COM-POL-00000076,35760.0000,2024-10-16,email_extract,2024-09-19T10:00:00+10:00,,
d2cc9457-a30b-5ed9-a585-86df5d326cd4,125bbdd1-36ce-5f61-836e-13fa1af040d9,51029d3e-8bcf-552b-ab8e-73a61667720c,e614e598-972a-560c-b0f6-178e4921e6ce,COM-POL-00000077,102240.0000,2025-06-10,portal,2025-05-30T10:00:00+10:00,,
35f9bfa0-91af-58f8-a660-896a5fb6e65b,125bbdd1-36ce-5f61-836e-13fa1af040d9,e411fb3a-577f-59d7-9270-d71cfb9f857f,cd2e93ef-1b1c-561e-81f1-c3c39ad20101,COM-POL-00000078,408.0000,2026-01-24,portal,2026-01-21T10:00:00+10:00,,
991128c5-0e81-5b38-b53f-d8910da81ae4,125bbdd1-36ce-5f61-836e-13fa1af040d9,b3ad5c07-0879-50eb-8b63-c914819f4557,c6269d7b-72b7-5296-b7b8-11ad410a1086,COM-POL-00000079,21.0000,2025-01-12,portal,2024-12-30T10:00:00+10:00,,
e530669a-874f-5861-8fcc-98d223d97177,125bbdd1-36ce-5f61-836e-13fa1af040d9,908e4463-b10d-5c8b-bb53-54aea6287028,45717182-b534-50fb-be90-f364ce3b41b7,COM-POL-00000080,26040.0000,2025-09-26,portal,2025-09-21T10:00:00+10:00,,
597b8950-4fb4-5bda-9fd1-61b75d33c920,125bbdd1-36ce-5f61-836e-13fa1af040d9,f16f9758-c3b7-5fdc-a33e-bbf4795057a8,c6e7a5fd-4265-55c2-ab2d-56e431a9b797,COM-POL-00000081,114.0000,2025-10-02,portal,2025-09-20T10:00:00+10:00,,
76a84b7c-871e-5b86-a077-cfb7be007b03,125bbdd1-36ce-5f61-836e-13fa1af040d9,71a874ad-7418-5660-a76c-cb742a43eef2,ea915e80-2062-57b4-a5d7-04b171725db7,COM-POL-00000082,37920.0000,2025-07-19,portal,2025-07-07T10:00:00+10:00,,
4bb6b08f-3b67-5b48-9696-feec57d2ebcb,125bbdd1-36ce-5f61-836e-13fa1af040d9,52c00efb-e404-51dd-b010-f330cd8675df,c0b3842a-77a1-54c0-93ee-a34c89956334,COM-POL-00000083,175.0000,2026-03-09,portal,2026-02-16T10:00:00+10:00,,split_schedule
557f4f85-d0dd-5d55-95c6-04e6ebef10a2,125bbdd1-36ce-5f61-836e-13fa1af040d9,e067cf82-399c-5a02-a0ab-60a00039a528,8c075243-74bf-5171-99f2-c7be54a108f9,COM-POL-00000084,39840.0000,2025-07-31,portal,2025-07-15T10:00:00+10:00,,
0cc5bd60-2765-5ba8-8c5a-0dff5758f086,125bbdd1-36ce-5f61-836e-13fa1af040d9,7093b327-e34d-52b4-8804-c7205737e0d1,d8846520-eee2-5a7c-a312-f22821e704bc,COM-POL-00000085,21360.0000,2026-01-20,portal,2026-01-15T10:00:00+10:00,,
27662b92-d1f3-56cc-9e41-8c4389683fcf,125bbdd1-36ce-5f61-836e-13fa1af040d9,c3977d7b-a25a-5238-a4b2-dd1730c3a4c6,9075f709-f6f3-58b2-85f5-16edb069f06d,COM-POL-00000086,1002.0000,2025-02-11,portal,2025-01-29T10:00:00+10:00,,
8a888342-a5bc-509e-a2a1-85587e1daab4,125bbdd1-36ce-5f61-836e-13fa1af040d9,1986de63-67d9-5898-82f3-586c85389f7d,f153214a-d297-59db-b611-b17fab3e92b9,COM-POL-00000087,176.0000,2026-02-08,portal,2026-02-10T10:00:00+10:00,,
58a6093a-f850-532a-8d42-f9d93eff1380,125bbdd1-36ce-5f61-836e-13fa1af040d9,79bd8471-f158-56c5-b380-bf24d630bbc4,,COM-POL-00000088,12480.0000,2024-12-02,portal,2024-11-22T10:00:00+10:00,,
8bf61f23-d04c-5116-86b4-c70dba42a644,125bbdd1-36ce-5f61-836e-13fa1af040d9,e2dc985e-3d7b-5249-8649-eb730712172d,,COM-POL-00000089,6096.0000,2025-03-07,portal,2025-03-02T10:00:00+10:00,,demand_shock
61b54193-c892-52ab-905e-841e63244272,125bbdd1-36ce-5f61-836e-13fa1af040d9,9cc258ce-8584-5d52-bc8c-7e5177de3100,e762f642-9de3-555d-9d27-83e0814eb858,COM-POL-00000090,2208.0000,2024-10-28,portal,2024-10-05T10:00:00+10:00,,
d5a48b0d-d22b-564c-ad6b-1bedd0ec3e85,125bbdd1-36ce-5f61-836e-13fa1af040d9,84c77b48-cd90-57da-93fa-6524adc2ca64,ee24e784-7ded-5f73-ac3b-4f14474b358d,COM-POL-00000091,5640.0000,2025-12-26,email_extract,2025-12-04T10:00:00+10:00,,split_schedule
a44ad569-1ad4-59f3-94ef-0f0dbef30b8f,125bbdd1-36ce-5f61-836e-13fa1af040d9,dcdefc65-3772-584c-b071-3715bcd1f4ab,93c8976b-4247-50bb-ae48-bec374db91ba,COM-POL-00000092,5280.0000,2026-05-03,email_extract,2026-04-25T10:00:00+10:00,,split_schedule
4b8ec40b-8806-5a6d-966f-5b10d13f1041,125bbdd1-36ce-5f61-836e-13fa1af040d9,929837a9-fc2f-58b0-b586-e9d5549c4bf7,cb8d0ffb-c215-545a-9da3-48f9921de11e,COM-POL-00000093,35.0000,2025-12-24,portal,2025-12-06T10:00:00+10:00,,
b8edfbb7-f427-5542-a260-3e728e7ffdd2,125bbdd1-36ce-5f61-836e-13fa1af040d9,f3dfe35e-3f70-59b9-811b-0e6a79cc3a9f,5af8a6f0-7423-5b55-8e92-c4306c0d7b95,COM-POL-00000094,18480.0000,2024-12-21,portal,2024-12-06T10:00:00+10:00,,
860700bf-254a-5629-93d7-87960a2ea9fe,125bbdd1-36ce-5f61-836e-13fa1af040d9,882b71bc-78a8-5c68-892e-0a1d21e8ab81,5ec08152-f325-5fe4-ade4-6e68157ecd85,COM-POL-00000096,576.0000,2025-05-01,email_extract,2025-04-15T10:00:00+10:00,,
786011fe-a590-5a72-bf02-7d8ad6209757,125bbdd1-36ce-5f61-836e-13fa1af040d9,96a1841e-9c2b-5a52-b6f2-c80d4fc423d3,,COM-POL-00000098,924.0000,2025-01-29,portal,2025-01-07T10:00:00+10:00,,
8439984c-a944-5e70-93a3-5359e3223c9d,125bbdd1-36ce-5f61-836e-13fa1af040d9,c39c6ce8-69fb-5a2b-8b54-185a94119a47,88966fd8-9556-5693-b8b9-140381c106c3,COM-POL-00000099,2520.0000,2025-11-13,portal,2025-10-29T10:00:00+10:00,,missing_inventory_signal
25e63b89-0cca-516e-95b7-03a1a2e14881,125bbdd1-36ce-5f61-836e-13fa1af040d9,ffbfb137-4af0-562a-abfa-3ed8803628f7,6e357b15-a2bc-53d3-83bd-d6d85e579e68,COM-POL-00000100,5880.0000,2026-03-14,portal,2026-02-04T10:00:00+10:00,,
b246dd59-4dfb-5e94-9f52-e2e7ee69e053,125bbdd1-36ce-5f61-836e-13fa1af040d9,462f8a8a-6a22-55c4-8e10-5955c96cfd7c,,COM-POL-00000101,137.0000,2026-02-09,email_extract,2026-01-25T10:00:00+10:00,,
4cd056e5-7ccd-55ed-8762-105bddea19ef,125bbdd1-36ce-5f61-836e-13fa1af040d9,d2a8808c-fb88-5b33-ad8f-5757905a6f45,,COM-POL-00000102,184.0000,2025-11-18,portal,2025-10-29T10:00:00+10:00,,
8e771718-e584-5f1c-a494-8faa4e2bf451,125bbdd1-36ce-5f61-836e-13fa1af040d9,d823b655-8b96-5352-adfb-b09cfe3ff09e,,COM-POL-00000103,5040.0000,2025-06-29,portal,2025-06-02T10:00:00+10:00,,
cdd438c3-7969-5fc8-917c-9f6c1d5e17a7,125bbdd1-36ce-5f61-836e-13fa1af040d9,3dbc788e-4fc6-530a-baf4-e8588c4638c9,,COM-POL-00000104,13.0000,2025-11-11,email_extract,2025-10-16T10:00:00+10:00,,split_schedule
