id,po_line_id,canonical_line_key,site_id,outcome_window_start,outcome_window_end,generator_version,seed_reference,material_late,attributed_stockout,adverse_baseline,adverse_realised,operational_impact,residual_exposure_quantity,urgent_intervention_required,disruption_severity,outcome_onset,observable_source_signal,opportunity_class,scenario_ids
685fd01a-285a-5a6d-8213-b731573c36ef,3db4fcb7-69b2-5566-942b-e7d4c58dee1e,POL-00000011,83d1dcfc-cfa9-52c8-a5a3-cbb9679d5d59,2024-10-12,2024-12-10,1.0.0,1.0.0:20260720:outcome,false,false,false,false,none,0.0000,false,none,,false,true_negative_opportunity,missing_supplier_signal;split_schedule
3998104a-95b0-5174-bf39-442ed9aad2b4,34441233-560b-5b65-a286-5108f76a33ef,POL-00000012,cd80660b-3e07-58ef-88fb-4dfd4c14f755,2025-08-17,2025-10-31,1.0.0,1.0.0:20260720:outcome,false,false,false,false,none,0.0000,false,none,,false,true_negative_opportunity,
1cb99a4e-2683-53a1-9a5c-feae2f8d220d,25187d66-acb0-5687-9e42-b33e6a037e1c,POL-00000013,83d1dcfc-cfa9-52c8-a5a3-cbb9679d5d59,2025-03-16,2025-06-01,1.0.0,1.0.0:20260720:outcome,false,false,false,false,none,0.0000,false,none,,false,true_negative_opportunity,
2ef9a6bc-0435-58e8-af43-85d6cae28409,08744c8d-0e61-5f54-b4a6-d04b0ab974a6,POL-00000014,83d1dcfc-cfa9-52c8-a5a3-cbb9679d5d59,2025-05-26,2025-07-16,1.0.0,1.0.0:20260720:outcome,false,false,false,false,none,0.0000,false,none,,false,true_negative_opportunity,demand_shock
f22b866a-1888-54f3-b8b2-9af61e6fe465,c5ca62a4-2f0f-5b33-806a-6be8fce15bf5,POL-00000015,cd80660b-3e07-58ef-88fb-4dfd4c14f755,2025-05-25,2025-08-15,1.0.0,1.0.0:20260720:outcome,false,false,false,false,none,0.0000,false,none,,false,true_negative_opportunity,
6f38445c-d545-54e4-b325-5d88c08ce24e,e05643b4-50bf-5570-ae8b-26fb0498c7ed,POL-00000016,cd80660b-3e07-58ef-88fb-4dfd4c14f755,2024-10-09,2024-12-26,1.0.0,1.0.0:20260720:outcome,false,false,false,false,none,0.0000,false,none,,false,true_negative_opportunity,missing_inventory_signal
7b4cd4cb-9061-5218-82ba-fc9505dd9876,3b61bbac-32ae-53ef-a93b-14c36ce3f69e,POL-00000017,cd80660b-3e07-58ef-88fb-4dfd4c14f755,2025-03-18,2025-05-25,1.0.0,1.0.0:20260720:outcome,false,false,false,false,none,0.0000,false,none,,false,true_negative_opportunity,missing_inventory_signal
c4142682-dff2-5f7f-bb5c-5a51266e589b,fbc77c24-ce2c-5380-80fc-2c89e3eabce8,POL-00000018,cd80660b-3e07-58ef-88fb-4dfd4c14f755,2025-05-06,2025-08-18,1.0.0,1.0.0:20260720:outcome,false,false,false,false,none,0.0000,false,none,,false,true_negative_opportunity,
41e58f00-99cd-5b0a-90a0-8551dd539bef,b0ee4c5a-a8c3-5b7a-b085-850298a7b7e1,POL-00000019,83d1dcfc-cfa9-52c8-a5a3-cbb9679d5d59,2024-09-04,2024-10-30,1.0.0,1.0.0:20260720:outcome,false,false,false,false,none,0.0000,false,none,,false,true_negative_opportunity,
11894f42-adb4-53d3-a380-f05f33b48260,ec607270-f5c5-5f93-82ba-c63e80a5f2b4,POL-00000020,83d1dcfc-cfa9-52c8-a5a3-cbb9679d5d59,2025-03-26,2025-07-10,1.0.0,1.0.0:20260720:outcome,false,false,false,false,none,0.0000,false,none,,false,true_negative_opportunity,
a40dcb5f-71fa-5a64-90aa-e97ba7306cac,f66a333a-1041-5291-a7dd-abd95a50b8b1,POL-00000021,cd80660b-3e07-58ef-88fb-4dfd4c14f755,2024-12-15,2025-02-27,1.0.0,1.0.0:20260720:outcome,false,false,false,false,none,0.0000,false,none,,false,true_negative_opportunity,
32696448-a6a2-5b26-9dc1-c3be21cc7686,b718bd51-ed12-52f8-956f-2efc43f07066,POL-00000022,cd80660b-3e07-58ef-88fb-4dfd4c14f755,2025-08-13,2025-10-15,1.0.0,1.0.0:20260720:outcome,false,false,false,false,none,0.0000,false,none,,false,true_negative_opportunity,
c4a16918-a94c-529e-b6fe-6f9aa85f07cf,fd8fdabe-4ad7-5d84-b597-bf2fff4848fb,POL-00000023,83d1dcfc-cfa9-52c8-a5a3-cbb9679d5d59,2025-11-05,2026-02-11,1.0.0,1.0.0:20260720:outcome,false,false,false,false,none,0.0000,false,none,,false,true_negative_opportunity,
4c7261ec-555e-568b-a142-cfb5c362a8a2,d22827f7-a7bf-5bd2-bf0b-a5a1083a39fa,POL-00000024,83d1dcfc-cfa9-52c8-a5a3-cbb9679d5d59,2025-02-02,2025-04-10,1.0.0,1.0.0:20260720:outcome,true,false,true,true,moderate,25.9216,true,moderate,2025-03-09,true,true_positive_opportunity,supplier_deterioration
bfcde1be-7bc1-5508-b2e9-67b0601f60c7,80d83a2c-f968-5bd4-8921-b6de7fbf49c4,POL-00000025,83d1dcfc-cfa9-52c8-a5a3-cbb9679d5d59,2024-10-04,2024-12-15,1.0.0,1.0.0:20260720:outcome,false,true,true,true,low,24.4192,false,low,2024-11-14,true,true_positive_opportunity,demand_shock;split_schedule
b558ac8b-ee62-5415-a4bf-f62b08b84c78,06cfe717-1ad3-594f-a89d-87ce247576d3,POL-00000026,cd80660b-3e07-58ef-88fb-4dfd4c14f755,2026-01-11,2026-04-29,1.0.0,1.0.0:20260720:outcome,false,false,false,false,none,0.0000,false,none,,false,true_negative_opportunity,split_schedule
ef8983bd-3bca-5a0d-ae4b-b07ee26b48aa,47145abc-775b-5315-91bd-88821a91f93f,POL-00000027,83d1dcfc-cfa9-52c8-a5a3-cbb9679d5d59,2026-02-07,2026-04-27,1.0.0,1.0.0:20260720:outcome,false,false,false,false,none,0.0000,false,none,,false,true_negative_opportunity,
fadd33d6-55e2-53cb-bb12-197ea5d450c6,98b839a9-1729-5594-9052-7c1aeab0e49f,POL-00000028,cd80660b-3e07-58ef-88fb-4dfd4c14f755,2025-03-30,2025-05-07,1.0.0,1.0.0:20260720:outcome,false,false,false,false,none,0.0000,false,none,,false,true_negative_opportunity,
fce80c03-ef88-53c7-a0ce-ab54bbca85e3,1bf76ce1-1bb3-5c61-ad18-3158ab3ad95f,POL-00000029,cd80660b-3e07-58ef-88fb-4dfd4c14f755,2026-03-23,2026-04-29,1.0.0,1.0.0:20260720:outcome,false,false,false,false,none,0.0000,false,none,,false,true_negative_opportunity,
956f8d39-9fb4-5167-b730-73afd7d9c77a,195f6276-08bb-5bce-b97e-105457612217,POL-00000030,83d1dcfc-cfa9-52c8-a5a3-cbb9679d5d59,2025-07-24,2025-09-12,1.0.0,1.0.0:20260720:outcome,false,false,false,false,none,0.0000,false,none,,false,true_negative_opportunity,missing_inventory_signal
625281e4-cba0-5d97-a662-7c3e98bec6ff,c462ad18-3ac3-55ba-9e84-884e1028f93a,POL-00000031,83d1dcfc-cfa9-52c8-a5a3-cbb9679d5d59,2025-07-02,2025-09-21,1.0.0,1.0.0:20260720:outcome,true,false,true,true,moderate,7.2272,true,moderate,2025-08-20,false,false_negative_opportunity,
40f6dffa-6a05-57e7-a78f-514b2745d9b8,0011c8b0-49e0-54b0-b611-a326d9a531f5,POL-00000032,83d1dcfc-cfa9-52c8-a5a3-cbb9679d5d59,2024-10-15,2024-11-23,1.0.0,1.0.0:20260720:outcome,false,false,false,false,none,0.0000,false,none,,false,true_negative_opportunity,demand_shock
836708db-8ad6-505a-99dc-58ddac0feace,d17b1755-7202-55ed-9061-0f3d2c004bb4,POL-00000033,cd80660b-3e07-58ef-88fb-4dfd4c14f755,2025-11-15,2026-01-24,1.0.0,1.0.0:20260720:outcome,false,false,false,false,none,0.0000,false,none,,false,true_negative_opportunity,
572900a1-caa7-552c-9bbd-561185d0b437,fd59b3a2-4e5c-5d79-a6eb-5df370c7cab3,POL-00000034,cd80660b-3e07-58ef-88fb-4dfd4c14f755,2026-02-07,2026-04-15,1.0.0,1.0.0:20260720:outcome,false,false,false,false,none,0.0000,false,none,,false,true_negative_opportunity,
6cf31028-cb64-50ec-aa89-ef78e9f8e0e5,ac5d1971-a942-5f45-8a71-1e4c34dcc0e0,POL-00000035,cd80660b-3e07-58ef-88fb-4dfd4c14f755,2025-08-09,2025-10-02,1.0.0,1.0.0:20260720:outcome,false,false,false,false,none,0.0000,false,none,,false,true_negative_opportunity,
b67e151a-27a8-5331-910e-8409b6910f9c,2f5b3101-e6ae-565e-952d-dd4a1f9d3dd5,POL-00000036,83d1dcfc-cfa9-52c8-a5a3-cbb9679d5d59,2025-12-19,2026-03-10,1.0.0,1.0.0:20260720:outcome,false,false,false,false,none,0.0000,false,none,,false,true_negative_opportunity,
fc723a6b-5762-55e1-913e-783d5a29f6c5,be4699fb-24f2-5244-98aa-bca3fe216696,POL-00000037,83d1dcfc-cfa9-52c8-a5a3-cbb9679d5d59,2024-11-07,2025-01-14,1.0.0,1.0.0:20260720:outcome,true,false,true,true,low,3375.0175,false,low,2024-12-18,true,true_positive_opportunity,split_schedule
2588cede-dbae-52d0-b625-7af614fd3855,fb3447b6-0c01-5b9e-8ef2-3bbc0617c190,POL-00000038,cd80660b-3e07-58ef-88fb-4dfd4c14f755,2026-03-11,2026-06-17,1.0.0,1.0.0:20260720:outcome,false,false,false,false,none,0.0000,false,none,,true,false_positive_opportunity,split_schedule
6eb7219c-d258-5200-b058-1214728c3262,a00c208a-f092-5a8d-ba9d-bc4b9abf710d,POL-00000039,cd80660b-3e07-58ef-88fb-4dfd4c14f755,2025-04-14,2025-05-22,1.0.0,1.0.0:20260720:outcome,false,false,false,false,none,0.0000,false,none,,false,true_negative_opportunity,
8a817b9b-7b0f-55c1-afb6-e54c11e54cc5,e4580ee9-c958-5e49-8a90-a7245ac1bdc9,POL-00000040,83d1dcfc-cfa9-52c8-a5a3-cbb9679d5d59,2026-03-05,2026-05-06,1.0.0,1.0.0:20260720:outcome,false,false,false,false,none,0.0000,false,none,,false,true_negative_opportunity,
009b140b-744d-566f-a3b9-251c5bedcd60,e8c1edd8-91d7-5faa-b016-b04e73ca09ff,POL-00000041,83d1dcfc-cfa9-52c8-a5a3-cbb9679d5d59,2025-01-21,2025-03-26,1.0.0,1.0.0:20260720:outcome,false,false,false,false,none,0.0000,false,none,,true,false_positive_opportunity,
37018655-7704-586d-b3aa-497e48a80fe2,ce11f1e1-7d3d-51fc-9a8f-e4e3942c531c,POL-00000042,83d1dcfc-cfa9-52c8-a5a3-cbb9679d5d59,2025-11-17,2026-02-19,1.0.0,1.0.0:20260720:outcome,false,false,false,false,none,0.0000,false,none,,false,true_negative_opportunity,
68b6884c-b0bf-52ec-a4ca-0e3ca429e2a7,8d48c95d-aa17-551b-9dab-c5013cba4766,POL-00000043,cd80660b-3e07-58ef-88fb-4dfd4c14f755,2024-10-20,2024-12-17,1.0.0,1.0.0:20260720:outcome,false,false,false,false,none,0.0000,false,none,,false,true_negative_opportunity,
cc0b44aa-ae47-5764-8bd9-32498d43e13b,48371b30-3edd-53dc-9c05-07084ba3c371,POL-00000044,cd80660b-3e07-58ef-88fb-4dfd4c14f755,2026-03-22,2026-05-12,1.0.0,1.0.0:20260720:outcome,false,false,false,false,none,0.0000,false,none,,false,true_negative_opportunity,
37141048-3773-5128-a5a9-1788209084ac,1da9178b-18a7-5908-8654-cdfdbdef1e0b,POL-00000045,cd80660b-3e07-58ef-88fb-4dfd4c14f755,2025-03-24,2025-05-17,1.0.0,1.0.0:20260720:outcome,false,false,false,false,none,0.0000,false,none,,false,true_negative_opportunity,
d797263e-f4f3-5587-a95c-39b19eb25e11,5d1de95a-e527-55df-8506-5944f16a4d1a,POL-00000046,cd80660b-3e07-58ef-88fb-4dfd4c14f755,2025-01-19,2025-04-21,1.0.0,1.0.0:20260720:outcome,false,false,false,false,none,0.0000,false,none,,false,true_negative_opportunity,
cda37a35-0823-5381-aeca-1c866e0de907,268047c5-7bb6-5a2c-8413-c4bf1828da77,POL-00000047,cd80660b-3e07-58ef-88fb-4dfd4c14f755,2025-02-11,2025-05-14,1.0.0,1.0.0:20260720:outcome,false,false,false,false,none,0.0000,false,none,,false,true_negative_opportunity,
391b3667-305a-5ec2-816c-d06f7f9c527f,aa536455-e8a9-50ac-addd-12bc7d8439df,POL-00000048,83d1dcfc-cfa9-52c8-a5a3-cbb9679d5d59,2026-01-11,2026-04-10,1.0.0,1.0.0:20260720:outcome,false,false,false,false,none,0.0000,false,none,,false,true_negative_opportunity,split_schedule
18bb514b-755b-578a-b816-11053c9946d2,40e2419c-574f-5c46-8acf-f4d6780f7cd3,POL-00000049,cd80660b-3e07-58ef-88fb-4dfd4c14f755,2026-02-26,2026-06-06,1.0.0,1.0.0:20260720:outcome,false,false,false,false,none,0.0000,false,none,,false,true_negative_opportunity,
a34d44ba-db0b-5956-8aee-7eba20a53301,672a6653-9c5d-540d-bc1e-d6aa60560389,POL-00000050,cd80660b-3e07-58ef-88fb-4dfd4c14f755,2024-08-06,2024-09-19,1.0.0,1.0.0:20260720:outcome,false,false,false,false,none,0.0000,false,none,,false,true_negative_opportunity,missing_supplier_signal
0e40a0d0-0be7-5c99-8304-e0d608a77158,98c09698-fcb6-5a1d-bb96-2c45722b59cc,POL-00000051,83d1dcfc-cfa9-52c8-a5a3-cbb9679d5d59,2024-08-15,2024-09-30,1.0.0,1.0.0:20260720:outcome,false,false,false,false,none,0.0000,false,none,,false,true_negative_opportunity,demand_shock
db6f24b3-99b9-550b-806c-9aaff090a159,17cbb4fb-943b-5ea5-80a5-bb5ae59cca9e,POL-00000052,cd80660b-3e07-58ef-88fb-4dfd4c14f755,2025-10-09,2026-01-11,1.0.0,1.0.0:20260720:outcome,false,false,false,false,none,0.0000,false,none,,false,true_negative_opportunity,
2b76811b-60b4-5029-ad84-b79037cbf0ad,19348610-5606-568b-86e0-9fcac79abd51,POL-00000053,83d1dcfc-cfa9-52c8-a5a3-cbb9679d5d59,2024-08-22,2024-11-26,1.0.0,1.0.0:20260720:outcome,true,false,true,true,moderate,480.6405,true,moderate,2024-10-31,true,true_positive_opportunity,
cb3e8d64-57ee-5635-9231-2c3114364e3c,5c25d575-9588-525c-b788-cb817421c9a7,POL-00000054,cd80660b-3e07-58ef-88fb-4dfd4c14f755,2025-10-30,2026-01-20,1.0.0,1.0.0:20260720:outcome,false,false,false,false,none,0.0000,false,none,,false,true_negative_opportunity,split_schedule
4807c665-5fe9-558e-a88d-e2fdff485a6c,39c700e7-e8e3-5dfb-931c-5cacc743cbd9,POL-00000055,cd80660b-3e07-58ef-88fb-4dfd4c14f755,2025-08-29,2025-10-18,1.0.0,1.0.0:20260720:outcome,true,false,true,true,moderate,1762.5087,true,moderate,2025-09-21,true,true_positive_opportunity,
b4a4eb85-33c4-53a7-923f-44c66665fc0c,aede0822-2f3d-58fa-bcde-67c948375d9a,POL-00000056,83d1dcfc-cfa9-52c8-a5a3-cbb9679d5d59,2025-10-13,2025-11-26,1.0.0,1.0.0:20260720:outcome,false,false,false,false,none,0.0000,false,none,,false,true_negative_opportunity,
41e78f01-c4d3-59f6-9403-6ce286211b18,9ce6418b-2170-565b-937f-4a40f24ad836,POL-00000057,83d1dcfc-cfa9-52c8-a5a3-cbb9679d5d59,2025-01-12,2025-03-25,1.0.0,1.0.0:20260720:outcome,false,false,false,false,none,0.0000,false,none,,false,true_negative_opportunity,missing_supplier_signal
aa4970fb-ac35-5c47-9f8d-411f3d5a1457,9c527f33-028f-5d47-bae6-724120323b24,POL-00000058,83d1dcfc-cfa9-52c8-a5a3-cbb9679d5d59,2025-10-04,2025-12-29,1.0.0,1.0.0:20260720:outcome,false,false,false,false,none,0.0000,false,none,,false,true_negative_opportunity,demand_shock;missing_supplier_signal
5dab2690-5d25-5799-94e1-3bbf8b284eed,892f7ae3-ffbb-56a8-8b27-eb482fe89442,POL-00000059,cd80660b-3e07-58ef-88fb-4dfd4c14f755,2025-12-08,2026-03-18,1.0.0,1.0.0:20260720:outcome,false,false,false,false,none,0.0000,false,none,,false,true_negative_opportunity,supplier_deterioration
eec6996d-ad8f-5b85-aaa8-2ba8d8a74ba4,8e6266e1-0d57-5a73-91cd-49f77a77c869,POL-00000060,83d1dcfc-cfa9-52c8-a5a3-cbb9679d5d59,2025-02-19,2025-04-27,1.0.0,1.0.0:20260720:outcome,true,false,true,true,moderate,18492.8402,true,moderate,2025-04-01,true,true_positive_opportunity,supplier_deterioration
7e98263b-871f-5c6b-abcb-1d944c8c4eb5,aa298ba8-ff19-58fb-936b-99006e553db4,POL-00000061,cd80660b-3e07-58ef-88fb-4dfd4c14f755,2024-09-25,2024-11-17,1.0.0,1.0.0:20260720:outcome,false,false,false,false,none,0.0000,false,none,,true,false_positive_opportunity,
83223134-1f6a-5196-b809-da348ea28eb5,bf27940f-7320-5d0f-be59-ce3a9a08920c,POL-00000062,cd80660b-3e07-58ef-88fb-4dfd4c14f755,2024-07-31,2024-09-27,1.0.0,1.0.0:20260720:outcome,false,false,false,false,none,0.0000,false,none,,false,true_negative_opportunity,
5631133c-be5e-5827-83ac-2887a052631d,58e65b23-7b42-562c-9d22-f9a1eef929e9,POL-00000063,83d1dcfc-cfa9-52c8-a5a3-cbb9679d5d59,2025-03-25,2025-05-07,1.0.0,1.0.0:20260720:outcome,false,false,false,false,none,0.0000,false,none,,false,true_negative_opportunity,
eda989f6-c1cb-5f50-bcdd-12dd5bfa8d70,79058de5-6ced-5adc-801f-2adc8b6a1aae,POL-00000064,83d1dcfc-cfa9-52c8-a5a3-cbb9679d5d59,2025-06-14,2025-08-05,1.0.0,1.0.0:20260720:outcome,false,false,false,false,none,0.0000,false,none,,false,true_negative_opportunity,split_schedule
2cd94636-dad2-5dc1-a472-50bca622476d,62da9cca-e860-54c6-bc92-f23053841f10,POL-00000065,cd80660b-3e07-58ef-88fb-4dfd4c14f755,2025-04-06,2025-05-28,1.0.0,1.0.0:20260720:outcome,false,false,false,false,none,0.0000,false,none,,false,true_negative_opportunity,split_schedule
9754feb6-2838-5b04-8105-05c1c33c8f34,835b1afa-e602-50be-8f14-ad2dab6dbd0c,POL-00000066,83d1dcfc-cfa9-52c8-a5a3-cbb9679d5d59,2025-11-03,2026-01-25,1.0.0,1.0.0:20260720:outcome,false,false,false,false,none,0.0000,false,none,,false,true_negative_opportunity,demand_shock
a8fafd0f-cd3c-5aee-a3c1-dee8f1f3849f,1bce04b7-af7d-5240-bb17-283c06d07e2c,POL-00000067,cd80660b-3e07-58ef-88fb-4dfd4c14f755,2025-02-05,2025-04-28,1.0.0,1.0.0:20260720:outcome,false,false,false,false,none,0.0000,false,none,,false,true_negative_opportunity,demand_shock
98613af2-d368-581e-97c0-53d233cc66bb,edfacbfe-c0e9-5b83-8a88-ea2ddade2505,POL-00000068,cd80660b-3e07-58ef-88fb-4dfd4c14f755,2025-10-02,2025-11-12,1.0.0,1.0.0:20260720:outcome,false,false,false,false,none,0.0000,false,none,,false,true_negative_opportunity,
4ad8362f-2e90-5701-9405-c3117389b39c,e26658c5-824d-5ebd-a362-95b01d88784a,POL-00000069,83d1dcfc-cfa9-52c8-a5a3-cbb9679d5d59,2026-03-13,2026-05-06,1.0.0,1.0.0:20260720:outcome,false,false,false,false,none,0.0000,false,none,,true,false_positive_opportunity,
8414a4aa-c350-5f17-a2a8-4fd5ab239e03,badea73f-2fb7-5106-b94b-ddad16222504,POL-00000070,cd80660b-3e07-58ef-88fb-4dfd4c14f755,2026-01-06,2026-03-15,1.0.0,1.0.0:20260720:outcome,false,false,false,false,none,0.0000,false,none,,false,true_negative_opportunity,
908f1727-0c7c-5c68-af0a-a36d894459e7,63e8d0b5-1cdb-594b-a6f2-cf99b8ccc40c,POL-00000071,cd80660b-3e07-58ef-88fb-4dfd4c14f755,2025-04-15,2025-06-29,1.0.0,1.0.0:20260720:outcome,false,false,false,false,none,0.0000,false,none,,false,true_negative_opportunity,missing_supplier_signal
a2a58997-d57c-529a-a476-3eb9beb766e1,a47fefeb-7ed5-5842-a4bc-7f2387f48323,POL-00000072,83d1dcfc-cfa9-52c8-a5a3-cbb9679d5d59,2026-02-27,2026-05-20,1.0.0,1.0.0:20260720:outcome,false,false,false,false,none,0.0000,false,none,,false,true_negative_opportunity,demand_shock
b675c243-a97b-5c79-b9b1-dc3a28b48c95,ae167c82-e1e3-5f71-a79c-b7bd04602684,POL-00000073,83d1dcfc-cfa9-52c8-a5a3-cbb9679d5d59,2026-04-20,2026-07-09,1.0.0,1.0.0:20260720:outcome,false,false,false,false,none,0.0000,false,none,,false,true_negative_opportunity,split_schedule
24478a3a-611d-5505-aca6-2a6aca239cb3,bf65fab1-9bb1-5c27-8057-6245bcb4145f,POL-00000074,cd80660b-3e07-58ef-88fb-4dfd4c14f755,2025-04-16,2025-06-22,1.0.0,1.0.0:20260720:outcome,false,false,false,false,none,0.0000,false,none,,true,false_positive_opportunity,
5ce27b94-fec3-5e80-a88f-f9056d1a7ca1,95d2075c-06f6-5921-b556-b3801af2cc97,POL-00000075,83d1dcfc-cfa9-52c8-a5a3-cbb9679d5d59,2025-09-18,2025-12-27,1.0.0,1.0.0:20260720:outcome,true,false,true,true,low,6404.5080,false,low,2025-11-28,false,false_negative_opportunity,demand_shock;missing_supplier_signal;supplier_deterioration
07a14be3-c505-5976-8e89-ce791036f4fe,c2e4bc54-bb14-5994-9714-79dedadc7d5a,POL-00000076,cd80660b-3e07-58ef-88fb-4dfd4c14f755,2024-08-17,2024-11-04,1.0.0,1.0.0:20260720:outcome,false,false,false,false,none,0.0000,false,none,,false,true_negative_opportunity,
85a35084-2a08-5f77-8bf8-1ceae8fb9c71,51029d3e-8bcf-552b-ab8e-73a61667720c,POL-00000077,83d1dcfc-cfa9-52c8-a5a3-cbb9679d5d59,2025-05-18,2025-07-11,1.0.0,1.0.0:20260720:outcome,false,false,false,false,none,0.0000,false,none,,true,false_positive_opportunity,
6fdf571e-a8a8-55a6-9be7-dcd6ef5c6fae,e411fb3a-577f-59d7-9270-d71cfb9f857f,POL-00000078,83d1dcfc-cfa9-52c8-a5a3-cbb9679d5d59,2025-11-26,2026-02-28,1.0.0,1.0.0:20260720:outcome,false,false,false,false,none,0.0000,false,none,,true,false_positive_opportunity,
9cbd8cd3-95e9-5c92-b14a-b17d375970fb,b3ad5c07-0879-50eb-8b63-c914819f4557,POL-00000079,cd80660b-3e07-58ef-88fb-4dfd4c14f755,2024-11-13,2025-02-15,1.0.0,1.0.0:20260720:outcome,false,false,false,false,none,0.0000,false,none,,false,true_negative_opportunity,
1f09e393-d51b-5bb2-8017-824914b4f450,908e4463-b10d-5c8b-bb53-54aea6287028,POL-00000080,83d1dcfc-cfa9-52c8-a5a3-cbb9679d5d59,2025-09-13,2025-11-07,1.0.0,1.0.0:20260720:outcome,true,false,true,true,low,12233.5506,false,low,2025-10-08,false,false_negative_opportunity,
35351c6d-2f61-5a09-8842-50609b0eb356,f16f9758-c3b7-5fdc-a33e-bbf4795057a8,POL-00000081,83d1dcfc-cfa9-52c8-a5a3-cbb9679d5d59,2025-08-12,2025-10-24,1.0.0,1.0.0:20260720:outcome,false,false,false,false,none,0.0000,false,none,,false,true_negative_opportunity,
d78a1e8e-98b0-5dd9-82a7-281c49710d87,71a874ad-7418-5660-a76c-cb742a43eef2,POL-00000082,83d1dcfc-cfa9-52c8-a5a3-cbb9679d5d59,2025-05-26,2025-08-14,1.0.0,1.0.0:20260720:outcome,false,false,false,false,none,0.0000,false,none,,false,true_negative_opportunity,
d77f598a-79f7-5b34-b550-52cdd6cd31b0,52c00efb-e404-51dd-b010-f330cd8675df,POL-00000083,cd80660b-3e07-58ef-88fb-4dfd4c14f755,2026-02-05,2026-03-28,1.0.0,1.0.0:20260720:outcome,false,false,false,false,none,0.0000,false,none,,false,true_negative_opportunity,split_schedule
b54264e9-e494-5994-a80a-d1662b31fc53,e067cf82-399c-5a02-a0ab-60a00039a528,POL-00000084,83d1dcfc-cfa9-52c8-a5a3-cbb9679d5d59,2025-07-21,2025-08-30,1.0.0,1.0.0:20260720:outcome,false,false,false,false,none,0.0000,false,none,,false,true_negative_opportunity,
